run_id,categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
1,Produtividade,3,Super Planner: Rotina TDAH IA,super.planner.todolist.task.reminder,Polestar App Cloner Dev.,polestar.applab@gmail.com,https://thepixieai.com/,Produtividade,4.842324,5445,305,100.000+,100000,305733,1,0,BRL,1,1,"R$ 5,49 – R$ 169,99 por item",Classificação Livre,13 de jan. de 2025,1782576802,1.5.30.0628,,"Gerencie planos, acompanhe seu humor e transforme metas em ação.",https://play.google.com/store/apps/details?id=super.planner.todolist.task.reminder&hl=pt&gl=br,100,74,97,pequeno/indie,32226,2105.3,7518.94,24436.55,4661.74,40602.26,25173.4,alta,25,4.2,76.0,12.0,"SerpAPI, ScrapingBee"
3,Comunicação,4,JusTalk Family Messenger,com.justalk.family.android,JusTalk,support@justalk.com,,Comunicação,4.84,1639,28,100.000+,100000,171466,1,0,BRL,0,1,"R$ 109,99 – R$ 679,99 por item",Classificação Livre,5 de jul. de 2024,1783091607,1.14.1,,"Compartilhe locais, chamadas, vídeos e álbuns de família com seus entes queridos",https://play.google.com/store/apps/details?id=com.justalk.family.android&hl=pt&gl=br,100,72,97,pequeno/indie,14587,1597.22,5704.35,18539.14,3536.7,30803.49,19098.16,média,25,4.36,84.0,12.0,"SerpAPI, ScrapingBee"
1,Comunicação,5,JusTalk Family Messenger,com.justalk.family.android,JusTalk,support@justalk.com,,Comunicação,4.84,1639,28,100.000+,100000,171466,1,0,BRL,0,1,"R$ 109,99 – R$ 679,99 por item",Classificação Livre,5 de jul. de 2024,1783091607,1.14.1,,"Compartilhe locais, chamadas, vídeos e álbuns de família com seus entes queridos",https://play.google.com/store/apps/details?id=com.justalk.family.android&hl=pt&gl=br,100,72,97,pequeno/indie,14587,1597.22,5704.35,18539.14,3536.7,30803.49,19098.16,média,25,4.36,84.0,12.0,"SerpAPI, ScrapingBee"
29,Negócios · ERP para Pequenos Negócios,14,Controle de Estoque Online,io.controle.estoque,Aleff,aleffbruno@gmail.com,https://nodemailer-mycanlendarionic.onrender.com/,Produtividade,4.79,522,302,10.000+,10000,28985,1,0,BRL,1,1,"R$ 12,99 – R$ 1.099,99 por item",Classificação Livre,21 de jun. de 2024,1783649666,0.0.155,,"App de controle de estoque e produtos: entradas, saídas, código de barras",https://play.google.com/store/apps/details?id=io.controle.estoque&hl=pt&gl=br,100,70,96,pequeno/indie,2663,76.51,273.24,888.03,169.41,1475.5,914.81,média,25,4.68,88.0,0.0,"SerpAPI, Firecrawl"
22,"Busca: ""carteira""",16,Carteira: cartões fidelidade,com.digitalwallet.mobilecards,Redivider,admin@redivider.tech,https://redivider.tech/,Viagem e Turismo,4.818182,1773,2,100.000+,100000,100253,1,0,BRL,0,1,"R$ 63,99 – R$ 96,99 por item",Classificação Livre,24 de mar. de 2025,1780330429,2.0.44,,"Guarde cartões de fidelidade, recompensas e membros em uma carteira.",https://play.google.com/store/apps/details?id=com.digitalwallet.mobilecards&hl=pt&gl=br,100,68,96,pequeno/indie,8272,256.34,915.5,2975.38,567.61,4943.71,3065.1,média,3,5.0,100.0,0.0,"SerpAPI, Brave Search, Firecrawl, DevSite:Firecrawl"
18,Negócios · ERP para Pequenos Negócios,20,Controle de Estoque Online,io.controle.estoque,Aleff,aleffbruno@gmail.com,https://nodemailer-mycanlendarionic.onrender.com/,Produtividade,4.79,522,302,10.000+,10000,28985,1,0,BRL,1,1,"R$ 12,99 – R$ 1.099,99 por item",Classificação Livre,21 de jun. de 2024,1783649666,0.0.155,,"App de controle de estoque e produtos: entradas, saídas, código de barras",https://play.google.com/store/apps/details?id=io.controle.estoque&hl=pt&gl=br,100,70,96,pequeno/indie,2663,76.51,273.24,888.03,169.41,1475.5,914.81,média,25,4.68,88.0,0.0,"SerpAPI, Firecrawl"
9,Quadrinhos,9,Leitor de Quadrinhos CBR CBZ,com.madmustachecompany.comic.book.manga.reader,Mad Mustache Company,madmustachecompany@gmail.com,,Quadrinhos,4.6,542,37,100.000+,100000,142820,1,0,BRL,0,1,"R$ 9,99 – R$ 384,99 por item",Classificação Livre,30 de jun. de 2024,1782709932,1.33.0,,"O aplicativo para leitura de quadrinhos: abra arquivos ZIP, RAR, CBZ, CBR e PDF",https://play.google.com/store/apps/details?id=com.madmustachecompany.comic.book.manga.reader&hl=pt&gl=br,100,70,96,pequeno/indie,14430,1206.97,4310.59,14009.42,2672.57,23277.18,14431.85,média,25,3.72,64.0,28.0,"SerpAPI, ScrapingBee"
3,Saúde e Fitness,21,FitnessAI: Gym Workout Planner,com.fitnessai.android,appexgroup,hello@fitnessai.com,https://fitnessai.com,Saúde e fitness,4.6666665,1270,1,50.000+,50000,86971,1,0,BRL,0,1,"R$ 60,99 – R$ 489,99 por item",Classificação Livre,19 de nov. de 2024,1782112006,20.2,,"Ginásio com IA inteligente e exercícios em casa para resultados mais rápidos de força, condicionamento físico e saúde",https://play.google.com/store/apps/details?id=com.fitnessai.android&hl=pt&gl=br,100,71,96,pequeno/indie,8540,1358.76,4852.71,15771.32,3008.68,26204.65,16246.88,média,1,2.0,0.0,100.0,"SerpAPI, ScrapingBee"
3,Quadrinhos,6,Leitor de Quadrinhos CBR CBZ,com.madmustachecompany.comic.book.manga.reader,Mad Mustache Company,madmustachecompany@gmail.com,,Quadrinhos,4.6,542,37,100.000+,100000,142820,1,0,BRL,0,1,"R$ 9,99 – R$ 384,99 por item",Classificação Livre,30 de jun. de 2024,1782709932,1.33.0,,"O aplicativo para leitura de quadrinhos: abra arquivos ZIP, RAR, CBZ, CBR e PDF",https://play.google.com/store/apps/details?id=com.madmustachecompany.comic.book.manga.reader&hl=pt&gl=br,100,70,96,pequeno/indie,14430,1206.97,4310.59,14009.42,2672.57,23277.18,14431.85,média,25,3.72,64.0,28.0,"SerpAPI, ScrapingBee"
1,Quadrinhos,7,Leitor de Quadrinhos CBR CBZ,com.madmustachecompany.comic.book.manga.reader,Mad Mustache Company,madmustachecompany@gmail.com,,Quadrinhos,4.6,542,37,100.000+,100000,142820,1,0,BRL,0,1,"R$ 9,99 – R$ 384,99 por item",Classificação Livre,30 de jun. de 2024,1782709932,1.33.0,,"O aplicativo para leitura de quadrinhos: abra arquivos ZIP, RAR, CBZ, CBR e PDF",https://play.google.com/store/apps/details?id=com.madmustachecompany.comic.book.manga.reader&hl=pt&gl=br,100,70,96,pequeno/indie,14430,1206.97,4310.59,14009.42,2672.57,23277.18,14431.85,média,25,3.72,64.0,28.0,"SerpAPI, ScrapingBee"
3,Android Wear,12,Mostradores para Wear OS,com.alexeymorozua.splittimeface,Time Design LLC,watchfacemanager.dev@gmail.com,https://time-design.web.app/time_design.html,Personalização,4.76,6168,6,100.000+,100000,180589,1,0,BRL,0,1,"R$ 9,99 – R$ 209,99 por item",Classificação Livre,2 de jan. de 2025,1779902151,Varies with device,,"400+ Mostradores e Faces para Galaxy Watch 8, Ultra, Pixel Watch 4 e Wear OS",https://play.google.com/store/apps/details?id=com.alexeymorozua.splittimeface&hl=pt&gl=br,100,71,96,pequeno/indie,15408,717.74,2563.36,8330.91,1589.28,13842.13,8582.12,alta,6,3.67,66.7,33.3,"SerpAPI, ScrapingBee"
30,Arte e Design · Livros de Colorir,20,Dark Night Pintar Números,com.color.by.numbers.dark.coloring.pages,BrainArt Studio,palgames.feedback@gmail.com,http://web.palgames.io,Tabuleiros,4.5507245,3841,21,500.000+,500000,589035,1,0,BRL,1,1,"R$ 5,49 – R$ 229,99 por item",Classificação Livre,17 de jan. de 2025,1782621667,1.4.2,,Dê vida aos mundos sombrios e misteriosos em Dark Night Pintar Números!,https://play.google.com/store/apps/details?id=com.color.by.numbers.dark.coloring.pages&hl=pt&gl=br,100,66,95,pequeno/indie,54657,4425.91,15806.83,51372.19,9800.23,85356.86,52921.25,média,24,4.58,91.7,8.3,"SerpAPI, Firecrawl"
3,Ferramentas,7,Indie Jonas. Great Tomb Raider,com.Stannum.IndieJonasthegreattombraider,Sn50 Games,sn50gamestudio@gmail.com,https://cas.ai/,Aventura,4.56,1486,82,100.000+,100000,175669,1,0,BRL,1,0,,Classificação Livre,30 de nov. de 2024,1782482494,0.41,,"Explore tumba antigas, resolva quebra-cabeças, encontre tesouros.",https://play.google.com/store/apps/details?id=com.Stannum.IndieJonasthegreattombraider&hl=pt&gl=br,100,66,95,pequeno/indie,15264,18.25,65.16,211.78,31.28,351.88,168.9,média,25,4.6,88.0,4.0,"SerpAPI, ScrapingBee"
1,Jogos de Ação,2,Ricochet Squad: Hero Shooter,nice.ricochet,NICE PLANS STUDIO LTD,support@niceplans.studio,https://niceplans.studio,Ação,4.511013,16892,700,500.000+,500000,748720,1,0,BRL,0,1,"R$ 15,99 – R$ 499,99 por item",Classificação 10 anos,25 de jul. de 2025,1782234031,2.0.7,,Ricochet Squad - Jogo de tiro PvP 3v3 com heróis e mapas destruíveis,https://play.google.com/store/apps/details?id=nice.ricochet&hl=pt&gl=br,84,82,95,pequeno/indie,70349,12298.1,43921.79,142745.82,27231.51,237177.68,147050.16,alta,25,4.16,76.0,20.0,"SerpAPI, ScrapingBee"
3,Livros e Referências,19,Readest,com.bilingify.readest,Readest,support@readest.com,https://readest.com,Livros e referências,4.5,953,35,100.000+,100000,122457,1,0,BRL,0,1,"R$ 26,99 – R$ 269,99 por item",Classificação Livre,20 de jun. de 2025,1782700468,0.11.17,,Experimente o melhor leitor de e-books em todos os seus dispositivos para leitores ávidos,https://play.google.com/store/apps/details?id=com.bilingify.readest&hl=pt&gl=br,100,65,95,pequeno/indie,12265,771.32,2754.71,8952.82,1707.92,14875.46,9222.78,média,25,4.32,76.0,12.0,"SerpAPI, ScrapingBee"
1,Beleza,11,Skincare Coreano: Rotina,korean.skin.care.face.routine,Rstream Labs,contact.rstreamlabs@gmail.com,https://www.ria.rocks,Beleza,4.59,8208,55,100.000+,100000,215968,1,0,BRL,0,1,"R$ 2,69 – R$ 169,99 por item",Classificação 12 anos,8 de nov. de 2024,1778501194,3.0.592,,Rotinas faciais personalizadas e guia completo de beleza coreana K-beauty,https://play.google.com/store/apps/details?id=korean.skin.care.face.routine&hl=pt&gl=br,100,64,95,pequeno/indie,18611,618.67,2209.54,7181.01,1369.92,11931.52,7397.54,alta,25,4.68,88.0,4.0,"SerpAPI, ScrapingBee"
29,Personalização · Widgets,21,Temas Celular Ícones Widgets,ac.themes.wallpapers.widgets,App Craze,allappsfeedback@gmail.com,https://appcraze.co/,Personalização,4.8627453,1830,64,100.000+,100000,211061,1,0,BRL,1,1,"R$ 4,89 – R$ 104,99 por item",Classificação Livre,17 de fev. de 2026,1784284464,59.0,,"Personalize seu telefone com ícones, temas e widgets facilmente.",https://play.google.com/store/apps/details?id=ac.themes.wallpapers.widgets&hl=pt&gl=br,100,61,94,pequeno/indie,18165,284.55,1016.24,3302.79,630.07,5487.71,3402.38,média,25,4.76,96.0,4.0,"SerpAPI, Firecrawl"
29,Personalização · Widgets,11,Material You Widgets,com.appslab.materialyou.widgetspro,AppsLab Co.,support@appslab.co,https://appslab.co/,Personalização,4.73,5461,85,50.000+,50000,78883,0,2.39,BRL,0,1,"R$ 10,99 – R$ 55,99 por item",Classificação Livre,28 de mai. de 2025,1783142890,2.5,,Mais de 300 widgets inspirados no design expressivo do Material You e do Material 3.,https://play.google.com/store/apps/details?id=com.appslab.materialyou.widgetspro&hl=pt&gl=br,100,61,94,pequeno/indie,7702,1701.43,6076.53,19748.71,3767.45,32813.24,20344.21,média,25,4.8,92.0,0.0,"SerpAPI, Firecrawl"
29,Personalização · Ícones e Temas,4,Temas Celular Ícones Widgets,ac.themes.wallpapers.widgets,App Craze,allappsfeedback@gmail.com,https://appcraze.co/,Personalização,4.8627453,1830,64,100.000+,100000,211061,1,0,BRL,1,1,"R$ 4,89 – R$ 104,99 por item",Classificação Livre,17 de fev. de 2026,1784284464,59.0,,"Personalize seu telefone com ícones, temas e widgets facilmente.",https://play.google.com/store/apps/details?id=ac.themes.wallpapers.widgets&hl=pt&gl=br,100,61,94,pequeno/indie,18165,284.55,1016.24,3302.79,630.07,5487.71,3402.38,média,25,4.76,96.0,4.0,"SerpAPI, Firecrawl"
29,Negócios · ERP para Pequenos Negócios,9,"Jarbas: PDV, vendas e estoque",com.jarbas.jarbas,Jarbas Software e Servicos,help@jarbas.app,https://jarbas.app,Negócios,4.806667,2273,301,100.000+,100000,104332,1,0,BRL,0,1,"R$ 9,99 – R$ 399,99 por item",Classificação Livre,19 de ago. de 2021,1784137305,2.7.64,,"Melhore seu negócio: estoque, pdv, finanças, pedidos, gestão financeira, venda",https://play.google.com/store/apps/details?id=com.jarbas.jarbas&hl=pt&gl=br,100,61,94,pequeno/indie,10354,1716.05,6128.76,19918.47,3799.83,33095.3,20519.09,média,25,4.48,92.0,8.0,"SerpAPI, Firecrawl"
29,Negócios · ERP para Pequenos Negócios,8,Estoque Fácil 2.0,rodsoftware.br.com.estoquefacil2,Rodsoftware Desenvolvimento de Sistemas LTDA.,rodrigo.estoquefacil@hotmail.com,,Finanças,4.6931624,11867,6448,100.000+,100000,410820,1,0,BRL,0,1,"R$ 0,99 – R$ 179,00 por item",Classificação Livre,12 de mai. de 2018,1780960919,245.0,,"Controle estoque e vendas sem complicação. Tudo no celular, em minutos.",https://play.google.com/store/apps/details?id=rodsoftware.br.com.estoquefacil2&hl=pt&gl=br,100,60,94,pequeno/indie,36665,2921.91,10435.41,33915.08,6469.95,56351.22,34937.75,alta,25,4.6,88.0,8.0,"SerpAPI, Firecrawl"
29,Negócios · ERP para Pequenos Negócios,6,"Pedidos, Estoque e Financeiro",com.quardmobile.vendas,Quard Sistemas,suporte@neoquard.com.br,http://vendasmobile.neoquard.com.br,Negócios,4.738983,3872,2551,100.000+,100000,332049,1,0,BRL,0,1,"R$ 1,99 – R$ 131,99 por item",Classificação Livre,31 de dez. de 2014,1784118607,8083,,"Vendas Mobile permite realizar Pedidos, Vendas, Estoque e Controle Financeiro.",https://play.google.com/store/apps/details?id=com.quardmobile.vendas&hl=pt&gl=br,100,62,94,pequeno/indie,35157,1904.17,6800.6,22101.97,4216.38,36723.27,22768.43,média,25,4.48,88.0,12.0,"SerpAPI, Firecrawl"
30,Arte e Design · Livros de Colorir,8,Nature Calm Paint by Numbers,com.paint.by.number.coloring.book.christmas,BrainArt Studio,palgames.feedback@gmail.com,http://web.palgames.io,Tabuleiros,4.862069,1490,8,100.000+,100000,212280,1,0,BRL,1,1,"R$ 5,49 – R$ 214,99 por item",Classificação Livre,13 de set. de 2025,1784023053,1.1.1,,Relaxe com cenas tranquilas da natureza neste jogo de colorir por números.,https://play.google.com/store/apps/details?id=com.paint.by.number.coloring.book.christmas&hl=pt&gl=br,100,60,94,pequeno/indie,18641,1414.81,5052.9,16421.94,3132.8,27285.69,16917.13,média,8,5.0,100.0,0.0,"SerpAPI, Firecrawl"
21,"Busca: ""crypto wallet""",10,Rabby Wallet - Crypto & EVM,com.debank.rabbymobile,OPCODE LABS,hi@debank.com,https://rabby.io,Finanças,4.8712873,6955,212,100.000+,100000,481294,1,0,BRL,0,1,"R$ 1,69 – R$ 569,99 por item",Classificação Livre,25 de jan. de 2024,1783651922,0.6.79,,"Explore Web3: criptografia, NFTs, DeFi",https://play.google.com/store/apps/details?id=com.debank.rabbymobile&hl=pt&gl=br,100,62,94,pequeno/indie,,,,,,,,,,,,,
20,"Busca: ""wallet""",7,Rabby Wallet - Crypto & EVM,com.debank.rabbymobile,OPCODE LABS,hi@debank.com,https://rabby.io,Finanças,4.8712873,6955,212,100.000+,100000,481294,1,0,BRL,0,1,"R$ 1,69 – R$ 569,99 por item",Classificação Livre,25 de jan. de 2024,1783651922,0.6.79,,"Explore Web3: criptografia, NFTs, DeFi",https://play.google.com/store/apps/details?id=com.debank.rabbymobile&hl=pt&gl=br,100,62,94,pequeno/indie,51983,13157.62,46991.49,152722.33,29134.72,253754.02,157327.49,alta,25,4.92,100.0,0.0,"SerpAPI, Firecrawl"
18,Negócios · ERP para Pequenos Negócios,10,"Jarbas: PDV, vendas e estoque",com.jarbas.jarbas,Jarbas Software e Servicos,help@jarbas.app,https://jarbas.app,Negócios,4.807947,2274,301,100.000+,100000,104332,1,0,BRL,0,1,"R$ 9,99 – R$ 399,99 por item",Classificação Livre,19 de ago. de 2021,1784137305,2.7.64,,"Melhore seu negócio: estoque, pdv, finanças, pedidos, gestão financeira, venda",https://play.google.com/store/apps/details?id=com.jarbas.jarbas&hl=pt&gl=br,100,61,94,pequeno/indie,10354,1716.05,6128.76,19918.47,3799.83,33095.3,20519.09,média,25,4.48,92.0,8.0,"SerpAPI, Firecrawl"
18,Negócios · ERP para Pequenos Negócios,7,Estoque Fácil 2.0,rodsoftware.br.com.estoquefacil2,Rodsoftware Desenvolvimento de Sistemas LTDA.,rodrigo.estoquefacil@hotmail.com,,Finanças,4.6931624,11867,6448,100.000+,100000,410820,1,0,BRL,0,1,"R$ 0,99 – R$ 179,00 por item",Classificação Livre,12 de mai. de 2018,1780960919,245.0,,"Controle estoque e vendas sem complicação. Tudo no celular, em minutos.",https://play.google.com/store/apps/details?id=rodsoftware.br.com.estoquefacil2&hl=pt&gl=br,100,60,94,pequeno/indie,36665,2921.91,10435.41,33915.08,6469.95,56351.22,34937.75,alta,25,4.6,88.0,8.0,"SerpAPI, Firecrawl"
18,Negócios · ERP para Pequenos Negócios,3,"Pedidos, Estoque e Financeiro",com.quardmobile.vendas,Quard Sistemas,suporte@neoquard.com.br,http://vendasmobile.neoquard.com.br,Negócios,4.738983,3872,2551,100.000+,100000,332049,1,0,BRL,0,1,"R$ 1,99 – R$ 131,99 por item",Classificação Livre,31 de dez. de 2014,1784118607,8083,,"Vendas Mobile permite realizar Pedidos, Vendas, Estoque e Controle Financeiro.",https://play.google.com/store/apps/details?id=com.quardmobile.vendas&hl=pt&gl=br,100,62,94,pequeno/indie,35157,1904.17,6800.6,22101.97,4216.38,36723.27,22768.43,média,25,4.48,88.0,12.0,"SerpAPI, Firecrawl"
15,Produtividade,9,Calendar - Easy Planner,com.agenda.events.planner.calendar,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.730769,4043,86,1.000.000+,1000000,1076160,1,0,BRL,1,1,"R$ 18,99 – R$ 224,99 por item",Classificação Livre,29 de nov. de 2024,1777381646,3.3,,"Aplicativo de calendário simples para planejar, agendar e lembrar.",https://play.google.com/store/apps/details?id=com.agenda.events.planner.calendar&hl=pt&gl=br,92,68,94,pequeno/indie,100998,8298.63,29637.98,96323.43,18375.55,160045.09,99227.96,média,25,4.72,92.0,4.0,"SerpAPI, ScrapingBee"
14,Produtividade,13,Calendar - Easy Planner,com.agenda.events.planner.calendar,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.730769,4042,86,1.000.000+,1000000,1076160,1,0,BRL,1,1,"R$ 18,99 – R$ 224,99 por item",Classificação Livre,29 de nov. de 2024,1777381646,3.3,,"Aplicativo de calendário simples para planejar, agendar e lembrar.",https://play.google.com/store/apps/details?id=com.agenda.events.planner.calendar&hl=pt&gl=br,92,68,94,pequeno/indie,100998,8298.63,29637.98,96323.43,18375.55,160045.09,99227.96,média,25,4.72,92.0,4.0,"SerpAPI, ScrapingBee"
10,Produtividade,14,Calendar - Easy Planner,com.agenda.events.planner.calendar,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.730769,4042,86,1.000.000+,1000000,1076160,1,0,BRL,1,1,"R$ 18,99 – R$ 224,99 por item",Classificação Livre,29 de nov. de 2024,1777381646,3.3,,"Aplicativo de calendário simples para planejar, agendar e lembrar.",https://play.google.com/store/apps/details?id=com.agenda.events.planner.calendar&hl=pt&gl=br,92,68,94,pequeno/indie,100998,8298.63,29637.98,96323.43,18375.55,160045.09,99227.96,média,25,4.72,92.0,4.0,"SerpAPI, ScrapingBee"
